split0_test_rmse,split1_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_lr_all
0.971114635232254,0.9793397780406375,0.9752272066364458,0.004112571404191745,4,5.051645994186401,2.2560408115386963,0.5936564207077026,0.06125342845916748,"{'n_factors': 50, 'lr_all': 0.001}",50,0.001
0.9468953088188123,0.9570361324933865,0.9519657206560994,0.00507041183728707,1,2.563069701194763,0.03429543972015381,0.5761131048202515,0.033010125160217285,"{'n_factors': 50, 'lr_all': 0.005}",50,0.005
1.0177840940374154,1.0207264726585474,1.0192552833479813,0.0014711893105660012,9,2.503930449485779,0.061040520668029785,0.5412715673446655,0.033121466636657715,"{'n_factors': 50, 'lr_all': 0.02}",50,0.02
0.9741066479281499,0.9824959754600984,0.9783013116941242,0.004194663765974216,5,4.362876892089844,0.22500300407409668,0.5821731090545654,6.699562072753906e-05,"{'n_factors': 100, 'lr_all': 0.001}",100,0.001
0.9527914018844293,0.9617939629649342,0.9572926824246818,0.00450128054025245,2,5.416869401931763,0.49471259117126465,0.8203184604644775,0.023242473602294922,"{'n_factors': 100, 'lr_all': 0.005}",100,0.005
0.9906281603686308,0.9997495783639156,0.9951888693662732,0.0045607089976424375,8,5.928478956222534,0.0978701114654541,0.8108320236206055,0.011472940444946289,"{'n_factors': 100, 'lr_all': 0.02}",100,0.02
0.9772408884976238,0.9848335806489215,0.9810372345732726,0.0037963460756488265,7,7.461808681488037,0.1010444164276123,0.7197858095169067,0.02630007266998291,"{'n_factors': 150, 'lr_all': 0.001}",150,0.001
0.9547859320355023,0.9639227036107352,0.9593543178231188,0.004568385787616425,3,7.4321393966674805,0.0767965316772461,0.7581604719161987,0.0076667070388793945,"{'n_factors': 150, 'lr_all': 0.005}",150,0.005
0.9778236665514484,0.9818532289763083,0.9798384477638784,0.0020147812124299835,6,7.397638559341431,0.21879839897155762,0.8089088201522827,0.09679877758026123,"{'n_factors': 150, 'lr_all': 0.02}",150,0.02
